0–1,0.010888,"100,000","1,089","99,056","7,488,072",74.9,,,,
1–2,0.000661,"98,911",65,"98,878","7,389,016",74.7,,,,
2–3,0.000413,"98,846",41,"98,825","7,290,138",73.8,,,,
3–4,0.000312,"98,805",31,"98,790","7,191,312",72.8,,,,
4–5,0.000266,"98,774",26,"98,761","7,092,523",71.8,,,,
5–6,0.000234,"98,748",23,"98,736","6,993,761",70.8,,,,
6–7,0.000208,"98,725",21,"98,715","6,895,025",69.8,,,,
7–8,0.000188,"98,704",19,"98,695","6,796,310",68.9,,,,
8–9,0.000168,"98,686",17,"98,678","6,697,615",67.9,,,,
9–10,0.000150,"98,669",15,"98,662","6,598,938",66.9,,,,
10–11,0.000141,"98,654",14,"98,647","6,500,276",65.9,,,,
11–12,0.000154,"98,641",15,"98,633","6,401,628",64.9,,,,
12–13,0.000201,"98,625",20,"98,615","6,302,996",63.9,,,,
13–14,0.000291,"98,605",29,"98,591","6,204,380",62.9,,,,
14–15,0.000413,"98,577",41,"98,556","6,105,789",61.9,,,,
15–16,0.000544,"98,536",54,"98,509","6,007,233",61.0,,,,
16–17,0.000675,"98,483",67,"98,449","5,908,723",60.0,,,,
17–18,0.000814,"98,416",80,"98,376","5,810,274",59.0,,,,
18–19,0.000955,"98,336",94,"98,289","5,711,898",58.1,,,,
19–20,0.001095,"98,242",108,"98,188","5,613,609",57.1,,,,
20–21,0.001236,"98,134",121,"98,074","5,515,421",56.2,,,,
21–22,0.001369,"98,013",134,"97,946","5,417,347",55.3,,,,
22–23,0.001474,"97,879",144,"97,807","5,319,401",54.3,,,,
23–24,0.001541,"97,735",151,"97,659","5,221,594",53.4,,,,
24–25,0.001580,"97,584",154,"97,507","5,123,934",52.5,,,,
25–26,0.001611,"97,430",157,"97,351","5,026,427",51.6,,,,
26–27,0.001646,"97,273",160,"97,193","4,929,076",50.7,,,,
27–28,0.001682,"97,113",163,"97,031","4,831,883",49.8,,,,
28–29,0.001726,"96,949",167,"96,866","4,734,852",48.8,,,,
29–30,0.001781,"96,782",172,"96,696","4,637,986",47.9,,,,
30–31,0.001841,"96,610",178,"96,521","4,541,290",47.0,,,,
31–32,0.001909,"96,432",184,"96,340","4,444,769",46.1,,,,
32–33,0.001996,"96,248",192,"96,152","4,348,429",45.2,,,,
33–34,0.002101,"96,056",202,"95,955","4,252,277",44.3,,,,
34–35,0.002218,"95,854",213,"95,748","4,156,322",43.4,,,,
35–36,0.002346,"95,641",224,"95,529","4,060,575",42.5,,,,
36–37,0.002478,"95,417",236,"95,299","3,965,045",41.6,,,,
37–38,0.002602,"95,181",248,"95,057","3,869,747",40.7,,,,
38–39,0.002717,"94,933",258,"94,804","3,774,690",39.8,,,,
39–40,0.002834,"94,675",268,"94,541","3,679,886",38.9,,,,
40–41,0.002973,"94,407",281,"94,266","3,585,345",38.0,,,,
41–42,0.003141,"94,126",296,"93,978","3,491,078",37.1,,,,
42–43,0.003328,"93,830",312,"93,674","3,397,100",36.2,,,,
43–44,0.003527,"93,518",330,"93,353","3,303,426",35.3,,,,
44–45,0.003739,"93,188",348,"93,014","3,210,073",34.4,,,,
45–46,0.003965,"92,840",368,"92,656","3,117,059",33.6,,,,
46–47,0.004225,"92,472",391,"92,276","3,024,403",32.7,,,,
47–48,0.004535,"92,081",418,"91,872","2,932,126",31.8,,,,
48–49,0.004912,"91,663",450,"91,438","2,840,254",31.0,,,,
49–50,0.005356,"91,213",489,"90,969","2,748,816",30.1,,,,
50–51,0.005823,"90,725",528,"90,461","2,657,847",29.3,,,,
51–52,0.006325,"90,196",570,"89,911","2,567,386",28.5,,,,
52–53,0.006917,"89,626",620,"89,316","2,477,475",27.6,,,,
53–54,0.007612,"89,006",678,"88,667","2,388,159",26.8,,,,
54–55,0.008381,"88,328",740,"87,958","2,299,492",26.0,,,,
55–56,0.009175,"87,588",804,"87,186","2,211,534",25.2,,,,
56–57,0.009974,"86,785",866,"86,352","2,124,347",24.5,,,,
57–58,0.010805,"85,919",928,"85,455","2,037,996",23.7,,,,
58–59,0.011687,"84,991",993,"84,494","1,952,541",23.0,,,,
59–60,0.012631,"83,997","1,061","83,467","1,868,047",22.2,,,,
60–61,0.013643,"82,936","1,131","82,371","1,784,580",21.5,,,,
61–62,0.014703,"81,805","1,203","81,204","1,702,209",20.8,,,,
62–63,0.015794,"80,602","1,273","79,966","1,621,006",20.1,,,,
63–64,0.016895,"79,329","1,340","78,659","1,541,040",19.4,,,,
64–65,0.018011,"77,989","1,405","77,287","1,462,381",18.8,,,,
65–66,0.019228,"76,584","1,473","75,848","1,385,094",18.1,,,,
66–67,0.020519,"75,112","1,541","74,341","1,309,246",17.4,,,,
67–68,0.021793,"73,570","1,603","72,769","1,234,905",16.8,,,,
68–69,0.022978,"71,967","1,654","71,140","1,162,136",16.1,,,,
69–70,0.024190,"70,314","1,701","69,463","1,090,996",15.5,,,,
70–71,0.025353,"68,613","1,740","67,743","1,021,533",14.9,,,,
71–72,0.027123,"66,873","1,814","65,966","953,790",14.3,,,,
72–73,0.029047,"65,059","1,890","64,114","887,824",13.6,,,,
73–74,0.031425,"63,170","1,985","62,177","823,709",13.0,,,,
74–75,0.033919,"61,184","2,075","60,147","761,532",12.4,,,,
75–76,0.036674,"59,109","2,168","58,025","701,386",11.9,,,,
76–77,0.039635,"56,941","2,257","55,813","643,360",11.3,,,,
77–78,0.043069,"54,684","2,355","53,507","587,548",10.7,,,,
78–79,0.047116,"52,329","2,466","51,096","534,041",10.2,,,,
79–80,0.050914,"49,864","2,539","48,594","482,944",9.7,,,,
80–81,0.055397,"47,325","2,622","46,014","434,350",9.2,,,,
81–82,0.059988,"44,703","2,682","43,362","388,336",8.7,,,,
82–83,0.065589,"42,022","2,756","40,644","344,973",8.2,,,,
83–84,0.071831,"39,265","2,820","37,855","304,330",7.8,,,,
84–85,0.078054,"36,445","2,845","35,023","266,475",7.3,,,,
85–86,0.083913,"33,600","2,820","32,191","231,452",6.9,,,,
86–87,0.092092,"30,781","2,835","29,363","199,261",6.5,,,,
87–88,0.100992,"27,946","2,822","26,535","169,898",6.1,,,,
88–89,0.110586,"25,124","2,778","23,735","143,363",5.7,,,,
89–90,0.120897,"22,345","2,702","20,995","119,628",5.4,,,,
90–91,0.131942,"19,644","2,592","18,348","98,634",5.0,,,,
91–92,0.143730,"17,052","2,451","15,827","80,286",4.7,,,,
92–93,0.156263,"14,601","2,282","13,460","64,459",4.4,,,,
93–94,0.169534,"12,320","2,089","11,275","50,999",4.1,,,,
94–95,0.183528,"10,231","1,878","9,292","39,723",3.9,,,,
95–96,0.198216,"8,353","1,656","7,525","30,431",3.6,,,,
96–97,0.213560,"6,698","1,430","5,982","22,906",3.4,,,,
97–98,0.229509,"5,267","1,209","4,663","16,923",3.2,,,,
98–99,0.246003,"4,058",998,"3,559","12,261",3.0,,,,
99–100,0.262970,"3,060",805,"2,658","8,701",2.8,,,,
100,1.000000,"2,255","2,255","6,044","6,044",2.7,,,,